,insId,name,urlName,instrument,isin,ticker,yahoo,sectorId,marketId,branchId,countryId,listingDate,country
638,876,Double Bond Pharma,double-bond,0,SE0007185525,DBP B,DBP-B.ST,4.0,5,78.0,1,2015-07-10 00:00:00,Sverige
639,877,Hybricon,hybricon,0,SE0015345897,HYCO,HYCO.ST,5.0,5,42.0,1,2015-07-06 00:00:00,Sverige
640,880,Swemet,swemet,0,SE0006886917,SWEM B,SWEM-B.ST,5.0,6,25.0,1,2015-07-21 00:00:00,Sverige
641,882,Footway Pref,footway-preferensaktie,1,SE0007186176,FOOT PREF,FOOT-PREF.ST,8.0,4,43.0,1,2015-07-13 00:00:00,Sverige
642,884,Aker Solutions,aker-solutions,0,NO0010716582,AKSO,AKSO.OL,3.0,9,5.0,2,2014-09-29 00:00:00,Norge
643,885,BW LPG,bw-lpg,0,BMG173841013,BWLPG,BWLPG.OL,3.0,9,3.0,2,2013-11-21 00:00:00,Norge
644,886,Aker BP,det-norske-oljeselskap,0,NO0010345853,AKRBP,AKRBP.OL,3.0,9,2.0,2,2006-11-10 00:00:00,Norge
645,887,DNB Bank,dnb,0,NO0010161896,DNB,DNB.OL,1.0,9,68.0,2,1997-01-02 00:00:00,Norge
646,888,DNO,dno,0,NO0003921009,DNO,DNO.OL,3.0,9,2.0,2,2005-06-23 00:00:00,Norge
647,889,A.P. Moller Maersk B,ap-moller-maersk,0,DK0010244508,MAERSK B,MAERSK-B.CO,5.0,20,41.0,4,1997-01-02 00:00:00,Danmark
648,890,Carlsberg B,carlsberg,0,DK0010181759,CARL B,CARL-B.CO,2.0,20,58.0,4,1997-01-02 00:00:00,Danmark
649,891,Chr Hansen,chr-hansen,0,DK0060227585,CHR,CHR.CO,2.0,20,63.0,4,2010-06-03 00:00:00,Danmark
650,892,Coloplast,coloplast,0,DK0060448595,COLO B,COLO-B.CO,4.0,20,79.0,4,1997-01-02 00:00:00,Danmark
651,893,Danske Bank,danske-bank,0,DK0010274414,DANSKE,DANSKE.CO,1.0,20,68.0,4,1997-01-02 00:00:00,Danmark
652,895,Frontline,frontline,0,BMG3682E1921,FRO,FRO.OL,3.0,9,3.0,2,1998-10-26 00:00:00,Norge
653,896,Gjensidige Forsikring,gjensidige-forsikring,0,NO0010582521,GJF,GJF.OL,1.0,9,74.0,2,2010-12-10 00:00:00,Norge
654,897,Mowi,marine-harvest,0,NO0003054108,MOWI,MOWI.OL,2.0,9,61.0,2,2004-08-26 00:00:00,Norge
655,898,Nordic Semiconductor,nordic-semiconductor,0,NO0003055501,NOD,NOD.OL,6.0,9,82.0,2,1997-04-25 00:00:00,Norge
656,899,DSV,dsv,0,DK0060079531,DSV,DSV.CO,5.0,20,42.0,4,2000-01-03 00:00:00,Danmark
657,900,FLSmidth & Co.,flsmidth,0,DK0010234467,FLS,FLS.CO,5.0,20,31.0,4,1997-06-16 00:00:00,Danmark
658,902,Genmab,genmab,0,DK0010272202,GMAB,GMAB.CO,4.0,20,78.0,4,2000-10-18 00:00:00,Danmark
659,903,GN Store Nord,gn-store-nord,0,DK0010272632,GN,GN.CO,4.0,20,79.0,4,2001-01-23 00:00:00,Danmark
660,904,Equinor,statoil,0,NO0010096985,EQNR,EQNR.OL,3.0,9,4.0,2,2001-06-18 00:00:00,Norge
661,906,Novo Nordisk,novo-nordisk,0,DK0060534915,NOVO B,NOVO-B.CO,4.0,20,77.0,4,1997-01-02 00:00:00,Danmark
662,907,Vimab Group,capacent,0,SE0007439633,VIMAB,VIMAB.ST,5.0,4,34.0,1,2015-10-02 00:00:00,Sverige
663,908,Sinch,clx-communications,0,SE0016101844,SINCH,SINCH.ST,6.0,1,86.0,1,2015-10-08 00:00:00,Sverige
664,909,Bravida,bravida,0,SE0007491303,BRAV,BRAV.ST,5.0,1,30.0,1,2015-10-15 00:00:00,Sverige
665,910,Dometic,dometic,0,SE0007691613,DOM,DOM.ST,8.0,1,48.0,1,2015-11-25 00:00:00,Sverige
666,911,Klaria Pharma,klaria-pharma,0,SE0007280326,KLAR,KLAR.ST,4.0,4,78.0,1,2015-10-21 00:00:00,Sverige
667,913,Minesto,minesto,0,SE0007578141,MINEST,MINEST.ST,10.0,4,11.0,1,2015-11-23 00:00:00,Sverige
668,914,Photocat,photocat,0,DK0060668796,PCAT,PCAT.ST,5.0,4,30.0,1,2015-11-20 00:00:00,Sverige
669,915,Waystream,waystream,0,SE0007577077,WAYS,WAYS.ST,6.0,4,86.0,1,2015-11-12 00:00:00,Sverige
670,916,Alzinova,alzinova,0,SE0007413455,ALZ,ALZ.ST,4.0,4,78.0,1,2015-11-25 00:00:00,Sverige
671,917,Hamlet Pharma,hamlet-pharma,0,SE0015661152,HAMLET B,HAMLET-B.ST,4.0,5,78.0,1,2015-10-23 00:00:00,Sverige
672,918,Nanologica,nanologica,0,SE0005454873,NICA,NICA.ST,4.0,3,78.0,1,2015-10-30 00:00:00,Sverige
673,919,PExA,pexa,0,SE0007412374,PEXA B,PEXA-B.ST,4.0,5,79.0,1,2015-11-02 00:00:00,Sverige
674,920,Attendo,attendo,0,SE0007666110,ATT,ATT.ST,4.0,2,81.0,1,2015-11-30 00:00:00,Sverige
675,921,Camurus,camurus,0,SE0007692850,CAMX,CAMX.ST,4.0,2,77.0,1,2015-12-03 00:00:00,Sverige
676,922,Scandic Hotels,scandic-hotels,0,SE0007640156,SHOT,SHOT.ST,8.0,2,51.0,1,2015-12-02 00:00:00,Sverige
677,924,Immunovia,immunovia,0,SE0006091997,IMMNOV,IMMNOV.ST,4.0,2,79.0,1,2015-12-01 00:00:00,Sverige
678,925,Nilsson Special Vehicles,nilsson-special-vehicles,0,SE0007702949,NILS,NILS.ST,8.0,4,48.0,1,2015-12-10 00:00:00,Sverige
679,926,Stillfront,stillfront,0,SE0015346135,SF,SF.ST,8.0,1,55.0,1,2015-12-08 00:00:00,Sverige
680,928,Vicore Pharma,vicore-pharma,0,SE0007577895,VICO,VICO.ST,4.0,3,77.0,1,2015-12-10 00:00:00,Sverige
681,929,Zenergy,zenergy,0,SE0010413658,ZENZIP B,ZENZIP-B.ST,5.0,5,29.0,1,2015-12-07 00:00:00,Sverige
682,930,Fellow Pankki,evli,0,FI4000170915,FELLOW,FELLOW.HE,1.0,16,69.0,3,2015-12-02 00:00:00,Finland
683,931,Consti,consti-yhtiot,0,FI4000178256,CONSTI,CONSTI.HE,5.0,16,28.0,3,2015-12-10 00:00:00,Finland
684,934,IMINT,imint,0,SE0007692124,IMINT,IMINT.ST,6.0,5,90.0,1,2015-12-16 00:00:00,Sverige
685,935,Toleranzia,toleranzia,0,SE0007438577,TOL,TOL.ST,4.0,4,79.0,1,2015-12-16 00:00:00,Sverige
686,936,Prebona,prebona,0,SE0007692884,PREBON,PREBON.ST,4.0,5,77.0,1,2015-12-17 00:00:00,Sverige
687,938,Implementa Sol,implementa-hebe,0,SE0000689978,IMSOL B,IMSOL-B.ST,10.0,6,13.0,1,2015-12-17 00:00:00,Sverige
688,939,Pandora,pandora,0,DK0060252690,PNDORA,PNDORA.CO,8.0,20,44.0,4,2010-10-05 00:00:00,Danmark
689,940,Vestas Wind Systems,vestas-wind,0,DK0061539921,VWS,VWS.CO,10.0,20,12.0,4,2000-05-10 00:00:00,Danmark
690,941,Royal UNIBREW,royal-unibrew,0,DK0060634707,RBREW,RBREW.CO,2.0,20,58.0,4,1998-04-28 00:00:00,Danmark
691,942,H. Lundbeck B,lundbeck,0,DK0061804770,HLUN B,HLUN-B.CO,4.0,20,77.0,4,2001-03-30 00:00:00,Danmark
692,943,Nordea Bank,nordea-dkk,0,FI4000297767,NDA DK,NDA-DK.CO,1.0,20,68.0,4,2000-04-19 00:00:00,Danmark
693,944,Orkla,orkla,0,NO0003733800,ORK,ORK.OL,2.0,9,63.0,2,1998-05-15 00:00:00,Norge
694,945,Yara International,yara,0,NO0010208051,YAR,YAR.OL,7.0,9,15.0,2,2004-03-25 00:00:00,Norge
695,946,ISS,iss,0,DK0060542181,ISS,ISS.CO,5.0,20,37.0,4,2014-03-13 00:00:00,Danmark
696,947,Jyske Bank,jyske-bank,0,DK0010307958,JYSK,JYSK.CO,1.0,20,68.0,4,1999-10-13 00:00:00,Danmark
697,948,Kobenhavns Lufthavne,kobenhavns-lufthavne,0,DK0010201102,KBHL,KBHL.CO,5.0,20,40.0,4,1997-01-02 00:00:00,Danmark
698,949,Novozymes,novozymes,0,DK0060336014,NZYM B,NZYM-B.CO,7.0,20,15.0,4,2000-11-17 00:00:00,Danmark
699,950,DalsSpira Mejeri,dalsspira,0,SE0007640297,SPIRA,SPIRA.ST,2.0,5,60.0,1,2015-12-21 00:00:00,Sverige
700,951,Rockwool B,rockwool-b,0,DK0010219153,ROCK B,ROCK-B.CO,5.0,20,31.0,4,1997-01-02 00:00:00,Danmark
701,952,Sydbank,sydbank,0,DK0010311471,SYDB,SYDB.CO,1.0,20,68.0,4,1997-01-02 00:00:00,Danmark
702,954,Topdanmark,topdanmark,0,DK0060477503,TOP,TOP.CO,1.0,20,74.0,4,1999-10-20 00:00:00,Danmark
703,955,Tryg,tryg,0,DK0060636678,TRYG,TRYG.CO,1.0,20,74.0,4,2005-10-14 00:00:00,Danmark
704,956,Demant,william-demant,0,DK0060738599,DEMANT,DEMANT.CO,4.0,20,79.0,4,2000-05-08 00:00:00,Danmark
705,957,Norsk Hydro,norsk-hydro,0,NO0005052605,NHY,NHY.OL,7.0,9,17.0,2,1997-01-02 00:00:00,Norge
706,958,Norwegian Air Shuttle,norwegian-air-shuttle,0,NO0010196140,NAS,NAS.OL,5.0,9,40.0,2,2003-12-18 00:00:00,Norge
707,959,Otello,opera-software,0,NO0010040611,OTEC,OTEC.OL,6.0,9,91.0,2,2004-03-11 00:00:00,Norge
708,960,PGS,petroleum-geo-services,0,NO0010199151,PGS,PGS.OL,3.0,9,5.0,2,2003-11-06 00:00:00,Norge
709,961,REC Silicon,rec-silicon,0,NO0010112675,RECSI,RECSI.OL,10.0,9,13.0,2,2006-05-09 00:00:00,Norge
710,962,Schibsted A,schibsted,0,NO0003028904,SCHA,SCHA.OL,8.0,9,57.0,2,1997-01-02 00:00:00,Norge
711,963,Seadrill,seadrill,0,BMG7997W1029,SDRL,SDRL.OL,3.0,9,1.0,2,2005-11-22 00:00:00,Norge
712,964,Storebrand,storebrand,0,NO0003053605,STB,STB.OL,1.0,9,74.0,2,1997-01-02 00:00:00,Norge
713,965,Subsea7,subsea7,0,LU0075646355,SUBC,SUBC.OL,3.0,9,5.0,2,1998-12-08 00:00:00,Norge
714,966,Telenor,telenor,0,NO0010063308,TEL,TEL.OL,9.0,9,93.0,2,2000-12-04 00:00:00,Norge
715,967,TGS,tgs-nopec,0,NO0003078800,TGS,TGS.OL,3.0,9,5.0,2,1997-10-31 00:00:00,Norge
716,968,Avance Gas,avance-gas,0,BMG067231032,AGAS,AGAS.OL,3.0,9,3.0,2,2014-04-15 00:00:00,Norge
717,969,Bakkafrost,bakkafrost,0,FO0000000179,BAKKA,BAKKA.OL,2.0,9,61.0,2,2010-03-26 00:00:00,Norge
718,971,FastOut Int,fastout,0,SE0007525738,FOUT,FOUT.ST,6.0,6,90.0,1,2016-01-11 00:00:00,Sverige
719,973,NEXT Biometrics,next-biometrics,0,NO0010629108,NEXT,NEXT.OL,6.0,9,85.0,2,2014-06-25 00:00:00,Norge
720,974,Zalaris,zalaris,0,NO0010708910,ZAL,ZAL.OL,6.0,9,90.0,2,2014-06-20 00:00:00,Norge
721,976,Medistim,medistim,0,NO0010159684,MEDI,MEDI.OL,4.0,9,79.0,2,2004-05-28 00:00:00,Norge
722,977,Matas,matas,0,DK0060497295,MATAS,MATAS.CO,2.0,21,64.0,4,2013-06-28 00:00:00,Danmark
723,978,FirstFarms,firstfarms,0,DK0060056166,FFARMS,FFARMS.CO,2.0,22,60.0,4,2006-12-12 00:00:00,Danmark
724,982,Detection,detection,0,FI4000115464,DETEC,DETEC.HE,4.0,30,79.0,3,2015-03-18 00:00:00,Finland
725,983,Xbrane Biopharma,xbrane,0,SE0007789409,XBRANE,XBRANE.ST,4.0,2,78.0,1,2016-02-03 00:00:00,Sverige
726,984,Catena Media,catena-media,0,MT0001000109,CTM,CTM.ST,8.0,2,54.0,1,2016-02-11 00:00:00,Sverige
727,985,Sjöstrand Coffee,sjostrand-coffee,0,SE0007897764,SCC B,SCC-B.ST,8.0,5,45.0,1,2016-02-17 00:00:00,Sverige
728,986,Invent Medic,invent-medic,0,SE0007603402,IMS,IMS.ST,4.0,5,79.0,1,2016-02-29 00:00:00,Sverige
729,988,Eagle Filters,cleantech,0,FI4000092523,EAGLE,EAGLE.HE,1.0,30,73.0,3,2014-06-12 00:00:00,Finland
730,991,Herantis Pharma,herantis-pharma-oyj,0,FI4000087861,HRTIS,HRTIS.HE,4.0,30,78.0,3,2015-08-06 00:00:00,Finland
731,992,Nexstim,nexstim-oyj,0,FI4000506811,NXTMH,NXTMH.HE,4.0,30,79.0,3,2014-11-14 00:00:00,Finland
732,993,Nixu,nixu,0,FI0009008387,NIXU,NIXU.HE,6.0,16,88.0,3,2014-12-05 00:00:00,Finland
733,994,Piippo,piippo,0,FI4000123070,PIIPPO,PIIPPO.HE,7.0,30,22.0,3,2015-03-10 00:00:00,Finland
734,995,Robit,robit,0,FI4000150016,ROBIT,ROBIT.HE,5.0,16,24.0,3,2015-05-21 00:00:00,Finland
735,996,SavoSolar,savosolar-oyj,0,FI4000425848,SAVOH,SAVOH.HE,10.0,30,13.0,3,2015-04-27 00:00:00,Finland
736,997,Siili Solutions,siili-solutions,0,FI4000043435,SIILI,SIILI.HE,6.0,16,90.0,3,2012-10-15 00:00:00,Finland
737,998,Taaleri,taaleri,0,FI4000062195,TAALA,TAALA.HE,1.0,15,71.0,3,2013-04-24 00:00:00,Finland
738,999,Talenom,talenom,0,FI4000153580,TNOM,TNOM.HE,5.0,15,34.0,3,2015-06-11 00:00:00,Finland
739,1000,United Bankers,united-bankers,0,FI4000081427,UNITED,UNITED.HE,1.0,16,71.0,3,2014-11-24 00:00:00,Finland
740,1001,Verkkokauppa.com,verkkokauppa,0,FI4000049812,VERK,VERK.HE,8.0,15,50.0,3,2014-04-04 00:00:00,Finland
741,1002,XXL,xxl,0,NO0010716863,XXL,XXL.OL,8.0,9,50.0,2,2014-10-03 00:00:00,Norge
742,1006,Bonheur,bonheur,0,NO0003110603,BONHR,BONHR.OL,10.0,9,12.0,2,1997-01-02 00:00:00,Norge
743,1007,Protector,protector,0,NO0010209331,PROT,PROT.OL,1.0,9,74.0,2,2007-05-25 00:00:00,Norge
744,1008,Ensurge Micropower,thin-film,0,NO0012450008,ENSU,ENSU.OL,6.0,9,82.0,2,2008-01-30 00:00:00,Norge
745,1009,AF Gruppen,af-gruppen,0,NO0003078107,AFG,AFG.OL,5.0,9,28.0,2,1997-09-09 00:00:00,Norge
746,1010,Humana,humana,0,SE0008040653,HUM,HUM.ST,4.0,2,81.0,1,2016-03-22 00:00:00,Sverige
747,1011,Garo,garo,0,SE0015812417,GARO,GARO.ST,5.0,2,25.0,1,2016-03-16 00:00:00,Sverige
748,1012,DS Plattformen,ds-plattformen,0,SE0011204858,DSPAB B,DSPAB-B.ST,1.0,6,73.0,1,2016-03-10 00:00:00,Sverige
749,1013,RhoVac,rhovac,0,SE0007784319,RHOVAC,RHOVAC.ST,4.0,5,78.0,1,2016-03-09 00:00:00,Sverige
750,1014,Polygiene,polygiene,0,SE0007692157,POLYG,POLYG.ST,8.0,4,43.0,1,2016-03-14 00:00:00,Sverige
751,1015,AddLife,addlife,0,SE0014401378,ALIF B,ALIF-B.ST,4.0,1,78.0,1,2016-03-16 00:00:00,Sverige
752,1020,StrongPoint,strongpoint,0,NO0010098247,STRO,STRO.OL,5.0,9,35.0,2,2001-06-11 00:00:00,Norge
753,1021,Atea,atea,0,NO0004822503,ATEA,ATEA.OL,6.0,9,89.0,2,1997-01-02 00:00:00,Norge
754,1022,Wallenius Wilhelmsen,wilh-wilhelmsen,0,NO0010571680,WAWI,WAWI.OL,5.0,9,41.0,2,2010-06-24 00:00:00,Norge
755,1023,Stolt-Nielsen,stolt-nielsen,0,BMG850801025,SNI,SNI.OL,5.0,9,41.0,2,1997-01-03 00:00:00,Norge
756,1024,Tomra Systems,tomra-systems,0,NO0012470089,TOM,TOM.OL,5.0,9,27.0,2,1997-11-06 00:00:00,Norge
757,1025,Veidekke,veidekke,0,NO0005806802,VEI,VEI.OL,5.0,9,28.0,2,1997-01-02 00:00:00,Norge
758,1026,Kongsberg Gruppen,kongsberg,0,NO0003043309,KOG,KOG.OL,5.0,9,26.0,2,1997-01-01 00:00:00,Norge
759,1027,SalMar,salmar,0,NO0010310956,SALM,SALM.OL,2.0,9,61.0,2,2007-05-08 00:00:00,Norge
760,1028,Napatech,napatech,0,DK0060520450,NAPA,NAPA.OL,6.0,9,86.0,2,2013-12-06 00:00:00,Norge
761,1029,Bang & Olufsen,bang-olufsen,0,DK0010218429,BO,BO.CO,8.0,21,45.0,4,1997-01-02 00:00:00,Danmark
762,1031,Flugger,flugger,0,DK0010218189,FLUG B,FLUG-B.CO,7.0,21,15.0,4,1997-01-02 00:00:00,Danmark
763,1032,Roblon,roblon,0,DK0060485019,RBLN B,RBLN-B.CO,7.0,22,15.0,4,1997-01-02 00:00:00,Danmark
764,1033,Xintela,xintela,0,SE0007756903,XINT,XINT.ST,4.0,4,78.0,1,2016-03-22 00:00:00,Sverige
765,1034,ABG Sundal Collier,abg-sundal-collier,0,NO0003021909,ABG,ABG.OL,1.0,9,69.0,2,1997-01-02 00:00:00,Norge
766,1035,Arribatec,agasti,0,NO0003108102,ARR,ARR.OL,6.0,9,88.0,2,2001-07-16 00:00:00,Norge
767,1036,Akastor,akastor,0,NO0010215684,AKAST,AKAST.OL,3.0,9,5.0,2,2004-04-02 00:00:00,Norge
768,1037,Aker,aker,0,NO0010234552,AKER,AKER.OL,1.0,9,73.0,2,2004-09-08 00:00:00,Norge
769,1038,AKVA Group,akva-group,0,NO0003097503,AKVA,AKVA.OL,2.0,9,61.0,2,2006-11-10 00:00:00,Norge
770,1039,AMSC,american-shipping,0,NO0010272065,AMSC,AMSC.OL,5.0,9,41.0,2,2005-07-11 00:00:00,Norge
771,1040,ABL Group,aqualis,0,NO0010715394,ABL,ABL.OL,3.0,9,5.0,2,2014-08-13 00:00:00,Norge
772,1041,Archer,archer,0,BMG0451H1170,ARCH,ARCH.OL,3.0,9,1.0,2,2010-11-26 00:00:00,Norge
773,1042,Austevoll Seafood,austevoll-seafood,0,NO0010073489,AUSS,AUSS.OL,2.0,9,61.0,2,2006-10-11 00:00:00,Norge
774,1044,Belships,belships,0,NO0003094104,BELCO,BELCO.OL,5.0,9,41.0,2,2003-11-20 00:00:00,Norge
775,1046,ArcticZymes,biotec-pharmacon,0,NO0010014632,AZT,AZT.OL,4.0,9,78.0,2,2005-11-04 00:00:00,Norge
776,1047,Techstep,techstep-birdstep,0,NO0003095309,TECH,TECH.OL,6.0,9,90.0,2,2002-06-12 00:00:00,Norge
777,1048,Wilh. Wilhelmsen B,wilh-wilhelmsen-holding,0,NO0010576010,WWIB,WWIB.OL,5.0,9,41.0,2,1997-01-03 00:00:00,Norge
778,1049,Borgestad,borgestad,0,NO0003111700,BOR,BOR.OL,1.0,9,75.0,2,2003-08-19 00:00:00,Norge
779,1050,Borregaard,borregaard,0,NO0010657505,BRG,BRG.OL,7.0,9,15.0,2,2012-10-18 00:00:00,Norge
780,1051,BW Offshore Limited,bw-offshore,0,BMG1738J1247,BWO,BWO.OL,3.0,9,5.0,2,2006-05-31 00:00:00,Norge
781,1052,ContextVision,contextvision,0,SE0014731154,CONTX,CONTX.OL,4.0,9,79.0,2,1997-07-24 00:00:00,Norge
782,1054,Simris Alg,simris-alg,0,SE0008091664,SIMRIS B,SIMRIS-B.ST,2.0,4,65.0,1,2016-04-22 00:00:00,Sverige
783,1055,DOF,dof,0,NO0010070063,DOF,DOF.OL,3.0,9,5.0,2,2000-10-05 00:00:00,Norge
784,1056,Eidesvik Offshore,eidesvik,0,NO0010263023,EIOF,EIOF.OL,5.0,9,41.0,2,2005-06-27 00:00:00,Norge
785,1057,Electromagnetic Geoservices,electromagnetic-geoservices,0,NO0010358484,EMGS,EMGS.OL,3.0,9,5.0,2,2007-03-30 00:00:00,Norge
786,1058,Entra,entra,0,NO0010716418,ENTRA,ENTRA.OL,1.0,9,75.0,2,2014-10-17 00:00:00,Norge
787,1061,Gaming Innovation,gaming-innovation,0,US36467X2062,GIG,GIG.OL,8.0,9,54.0,2,2009-01-02 00:00:00,Norge
788,1063,Golden Ocean,golden-ocean,0,BMG396372051,GOGL,GOGL.OL,5.0,9,41.0,2,2012-11-08 00:00:00,Norge
789,1064,Goodtech,goodtech,0,NO0004913609,GOD,GOD.OL,5.0,9,34.0,2,2002-04-25 00:00:00,Norge
790,1065,Grieg Seafood,grieg-seafood,0,NO0010365521,GSF,GSF.OL,2.0,9,61.0,2,2007-06-21 00:00:00,Norge
791,1066,Havila Shipping,havila,0,NO0010257728,HAVI,HAVI.OL,3.0,9,5.0,2,2005-05-24 00:00:00,Norge
